l8	140100469971944	140100470040320	94678251103226
l8	140106906240640	140100470040320	94678251103318
l8	94678493749992	140100470040320	94678251103330
l8	140106906240664	140100470040320	94678229731582
l8	140095609410880	140100470040320	94678229126820
l8	140095609410824	140100470040320	94678229116238
l8	140095609410808	140100470040320	94678229116370
l8	140095609410792	140100470040320	94678229116502
l8	140095609410776	140100470040320	94678229116637
l8	140095609410760	140100470040320	94678229116770
l8	140095609410688	140100470040320	94678200454472
l8	140095609410672	140100470040320	94678200454875
s8	140095609410672	140100470040320	94678200454886
l8	140095609410640	140100470040320	94678244717347
l8	140095609410648	140100470040320	94678244717993
l8	140095609410632	140100470040320	94678229116931
l8	140095609410600	140100470040320	94678229117070
l8	140095609410592	140100470040320	94678229117469
l8	140095609410552	140100470040320	94678229117602
l8	140095609410536	140100470040320	94678229117739
l8	140095609410504	140100470040320	94678055965032
l8	140095609410488	140100470040320	94678055965376
s8	140095609410488	140100470040320	94678055965387
l8	140095609410480	140100470040320	94678229117883
l8	140095609410464	140100470040320	94678229118015
l8	140095609410432	140100470040320	94678229118154
l8	140095609410416	140100470040320	94678229118278
s8	140095609410416	140100470040320	94678229118289
l8	140095609410392	140100470040320	94678229118380
l8	140095609410376	140100470040320	94678229118512
