s1	140725134711687	140450565096128	94606643216340
s1	140725134711680	140450565096128	94606643216495
l8	140450537138584	140450565096128	94606655033592
s8	140725134711832	140450565096128	94606655033609
l8	140450537138592	140450565096128	94606655033634
s8	140725134711840	140450565096128	94606655033646
s1	140725134711639	140450565096128	94606643216340
s1	140725134711616	140450565096128	94606643216495
l8	140725134711832	140450565096128	94606655033707
l8	140725134711840	140450565096128	94606655033723
s8	140725134711512	140450565096128	94606655099186
s8	140725134711520	140450565096128	94606655099201
s8	140725134711448	140450565096128	94606845112377
l1	140450565090632	140450565096128	94607119689203
l8	140450565091840	140450565096128	94607119689240
l8	94607159330360	140450565096128	94607119689262
s8	140725134711448	140450565096128	94606845112433
s4	140450527405816	140450565096128	94606655099262
s8	140725134711496	140450565096128	94606655099280
s8	140450527405696	140450565096128	94606655099315
l8	140450527405704	140450565096128	94606655099333
s8	140450527405704	140450565096128	94606655099345
l8	140725134711496	140450565096128	94606655099436
s1	140450527405776	140450565096128	94606655099450
l1	140725134711687	140450565096128	94607123013366
l8	140725134711664	140450565096128	94607123013379
l8	140725134711672	140450565096128	94607123013398
l8	140725134711664	140450565096128	94606652974648
l8	140725134711672	140450565096128	94606652974648
s8	140725134711536	140450565096128	94606655099489
s8	140725134711544	140450565096128	94606655099504
l8	140725134711496	140450565096128	94606655099519
s8	140725134711528	140450565096128	94606655099541
l8	140725134711536	140450565096128	94606643954457
l8	140725134711544	140450565096128	94606643954457
l8	140450527405792	140450565096128	94606643954492
s8	140725134711320	140450565096128	94606845112377
l1	140450565090632	140450565096128	94607119689203
l8	140450565091840	140450565096128	94607119689240
l8	94607159330360	140450565096128	94607119689262
s8	140725134711320	140450565096128	94606845112433
s8	140725134711368	140450565096128	94606643955013
s8	140725134711376	140450565096128	94606643955028
s1	140725134711384	140450565096128	94606643955051
s8	140450537137024	140450565096128	94606643955064
s8	140450537137032	140450565096128	94606643955082
l8	140725134711528	140450565096128	94606643955100
s1	140725134711384	140450565096128	94606643955139
l8	140450527405808	140450565096128	94606643955156
l4	140450527405816	140450565096128	94606643955229
l8	140450527405792	140450565096128	94606643956179
s8	140725134711224	140450565096128	94606845112377
l1	140450565090632	140450565096128	94607119689203
l8	140450565091840	140450565096128	94607119689240
l8	94607159330360	140450565096128	94607119689262
s8	140725134711224	140450565096128	94606845112433
l8	140450527405784	140450565096128	94606643956547
s8	140450527405784	140450565096128	94606643956558
s8	140450527405792	140450565096128	94606643956682
l8	140450527405784	140450565096128	94606643956728
s8	140450537389136	140450565096128	94606643956740
l8	140450527405784	140450565096128	94606643956728
s8	140450537389144	140450565096128	94606643956740
l8	140450527405800	140450565096128	94606643956777
l8	140450527405792	140450565096128	94606643955384
l8	140450527405784	140450565096128	94606643955446
l8	140450537389144	140450565096128	94606643955458
l8	140725134711368	140450565096128	94606643955472
l8	140450527405800	140450565096128	94606643955558
s8	140450537137024	140450565096128	94606643955570
l8	140725134711368	140450565096128	94606643955587
s8	140450527405800	140450565096128	94606643955600
l8	140450527405784	140450565096128	94606643955612
s8	140450537389144	140450565096128	94606643955624
l8	140725134711368	140450565096128	94606643955636
l8	140450537137024	140450565096128	94606643955649
l8	140725134711368	140450565096128	94606643955771
s8	140725134711368	140450565096128	94606643955784
l8	140450527405808	140450565096128	94606643955801
s8	140450527405808	140450565096128	94606643955816
s8	140725134711368	140450565096128	94606643955828
l1	140450537137079	140450565096128	94606655099617
l1	140725134711687	140450565096128	94606655099631
l8	140725134711496	140450565096128	94606655099806
l1	140450527405759	140450565096128	94606655099829
l1	140725134711687	140450565096128	94606655099843
l8	140725134711496	140450565096128	94606655100020
